Index,Puzzle,Year,Category,INF-WC,INF-NWC,INF-stacking,INF-all,RMSD,DI-all,MCQ,p-value
12,PZ12,2014,Human,"0,877","0,25","0,665","0,702","12,984","18,506","29,21",0
12,PZ12,2014,Human,"0,899","0,25","0,606","0,68","13,326","19,604","25,23",0
12,PZ12,2014,Human,"0,857",0,"0,627","0,666","13,363","20,052","25,41",0
12,PZ12,2014,Human,"0,778","0,158","0,728","0,713","13,393","18,794","22,07",0
12,PZ12,2014,Human,"0,789",0,"0,74","0,712","13,421","18,849","23,15",0
12,PZ12,2014,Human,"0,854","0,204","0,73","0,744","13,455","18,091","24,51",0
12,PZ12,2014,Human,"0,857",0,"0,658","0,689","13,534","19,652","25,64",0
12,PZ12,2014,Human,"0,889","0,335","0,672","0,711","13,707","19,276","28,64",0
12,PZ12,2014,Human,"0,901","0,401","0,677","0,728","13,907","19,104","25,59",0
12,PZ12,2014,Human,"0,829","0,204","0,703","0,716","14,039","19,62","22,77",0
12,PZ12,2014,Human,"0,861",0,"0,63","0,673","14,051","20,877","25,75",0
12,PZ12,2014,Human,"0,886","0,204","0,656","0,705","14,372","20,385","28,74",0
12,PZ12,2014,Human,"0,812",0,"0,685","0,673","14,487","21,537","23,76",0
12,PZ12,2014,Human,"0,845",0,"0,625","0,664","14,576","21,944","26,46",0
12,PZ12,2014,Human,"0,873",0,"0,615","0,67","15,412","23,011","24,92",0
12,PZ12,2014,Human,"0,87","0,134","0,593","0,645","16,055","24,884","26,44",0
12,PZ12,2014,Human,"0,877","0,612","0,677","0,733","16,688","22,754","24,98",0
12,PZ12,2014,Human,"0,849","0,25","0,648","0,693","17,387","25,094","24,11",0
12,PZ12,2014,Human,"0,873",0,"0,682","0,706","17,524","24,83","25,14",0
12,PZ12,2014,Human,"0,833","0,177","0,647","0,68","17,743","26,096","35,23",0
12,PZ12,2014,Human,"0,833","0,177","0,642","0,676","17,967","26,573","26,68",0
12,PZ12,2014,Human,"0,901","0,267","0,679","0,72","18,013","25,031","25,97",0
12,PZ12,2014,Human,"0,884","0,144","0,62","0,669","18,254","27,288","26,39",0
12,PZ12,2014,Human,"0,833","0,204","0,603","0,653","18,573","28,424","29,79",0
12,PZ12,2014,Human,"0,873",0,"0,677","0,703","18,756","26,676","24,34",0
12,PZ12,2014,Human,"0,845",0,"0,684","0,702","18,764","26,742",27,0
12,PZ12,2014,Human,"0,833",0,"0,607","0,645","19,23","29,804","25,97",0
12,PZ12,2014,Human,"0,833",0,"0,611","0,645","19,359","30,005","26,41",0
12,PZ12,2014,Human,"0,857","0,134","0,611","0,654","19,469","29,764","26,58",0
12,PZ12,2014,Human,"0,857",0,"0,607","0,651","19,541","30,012","26,57","0,00000000012"
12,PZ12,2014,Human,"0,87",0,"0,554","0,621","19,76","31,833","27,19","0,000000000264"
12,PZ12,2014,Human,"0,873",0,"0,692","0,723","19,792","27,388","24,78","0,000000000295"
12,PZ12,2014,Human,"0,784",0,"0,682","0,676","20,024","29,616","25,22","0,000000000662"
12,PZ12,2014,Human,"0,87","0,177","0,624","0,674","20,05","29,728","25,66","0,000000000725"
12,PZ12,2014,Human,"0,808","0,474","0,675","0,7","20,312","29,022","25,28","0,00000000177"
12,PZ12,2014,Human,"0,795",0,"0,593","0,625","20,444","32,69","23,77","0,00000000276"
12,PZ12,2014,Human,"0,857","0,354","0,633","0,685","20,493","29,936","29,19","0,00000000324"
12,PZ12,2014,Human,"0,225","0,158","0,452","0,369","29,533","80,031","34,16","0,217"
12,PZ12,2014,Human,"0,225","0,204","0,449","0,369","29,559","80,18","33,3","0,221"
12,PZ12,2014,Human,"0,49","0,204","0,535","0,505","36,556","72,339","36,5","0,999"
13,PZ13,2015,Human,"0,905","0,258","0,755","0,769","5,41","7,032","21,56",0
13,PZ13,2015,Human,"0,927","0,218","0,779","0,781","5,553","7,112","18,64",0
13,PZ13,2015,Human,"0,951",0,"0,778","0,808","6,547","8,107","29,69",0
13,PZ13,2015,Human,"0,865",0,"0,749","0,741","7,193","9,702","19,97",0
13,PZ13,2015,Human,"0,819",0,"0,762","0,758","8,377","11,054","21,65",0
13,PZ13,2015,Human,"0,927","0,258","0,714","0,749","8,87","11,838","24,08",0
13,PZ13,2015,Human,"0,865",0,"0,831","0,806","8,972","11,137","21,55",0
13,PZ13,2015,Human,"0,927",0,"0,755","0,779","9,434","12,107","33,23",0
13,PZ13,2015,Human,"0,951",0,"0,709","0,762","9,47","12,43","24,93",0
13,PZ13,2015,Human,"0,951",0,"0,775","0,806","9,616","11,928","25,74",0
13,PZ13,2015,Human,"0,884",0,"0,692","0,72","11,011","15,286","20,59","0,00000000206"
13,PZ13,2015,Human,"0,905",0,"0,781","0,766","11,894","15,519","20,99","0,0000000354"
13,PZ13,2015,Human,"0,884",0,"0,689","0,724","11,96","16,523","18,81","0,0000000434"
13,PZ13,2015,Human,"0,905","0,174","0,754","0,738","12,092","16,376","24,31","0,0000000649"
13,PZ13,2015,Human,"0,905",0,"0,643","0,707","12,129","17,157","25,48","0,0000000726"
13,PZ13,2015,Human,"0,819",0,"0,784","0,778","12,502","16,072","18,08","0,000000219"
13,PZ13,2015,Human,"0,884",0,"0,749","0,775","12,807","16,516","18,98","0,000000525"
13,PZ13,2015,Human,"0,865","0,408","0,736","0,764","13,156","17,23","21,47","0,00000138"
13,PZ13,2015,Human,"0,905",0,"0,708","0,747","13,5","18,078","20,43","0,00000345"
13,PZ13,2015,Human,"0,865",0,"0,775","0,775","13,759","17,754","20,94","0,00000671"
13,PZ13,2015,Human,"0,927",0,"0,719","0,761","14,114","18,553","20,19","0,0000162"
13,PZ13,2015,Human,"0,93",0,"0,667","0,713","14,405","20,19","24,38","0,0000325"
13,PZ13,2015,Human,"0,9",0,"0,799","0,805","14,43","17,929","23,77","0,0000345"
13,PZ13,2015,Human,"0,884",0,"0,755","0,772","14,564","18,854","20,43","0,0000469"
13,PZ13,2015,Human,"0,927",0,"0,732","0,758","14,623","19,289","20,96","0,0000537"
13,PZ13,2015,Human,"0,878",0,"0,727","0,752","14,75","19,613","20,07","0,0000716"
13,PZ13,2015,Human,"0,927",0,"0,708","0,747","14,758","19,762","29,75","0,000073"
13,PZ13,2015,Human,"0,393",0,"0,66","0,56","14,839","26,518","20,76","0,0000873"
13,PZ13,2015,Human,"0,927",0,"0,7","0,749","14,963","19,97","20,8","0,000115"
13,PZ13,2015,Human,"0,926",0,"0,724","0,765","14,975","19,588","31,25","0,000118"
13,PZ13,2015,Human,"0,781",0,"0,701","0,695","15,056","21,678","29,62","0,00014"
13,PZ13,2015,Human,"0,837",0,"0,724","0,744","15,191","20,431","18,29","0,000187"
13,PZ13,2015,Human,"0,874",0,"0,811","0,786","15,231","19,385","28,51","0,000204"
13,PZ13,2015,Human,"0,765",0,"0,653","0,667","15,231","22,828","21,39","0,000204"
13,PZ13,2015,Human,"0,868","0,408","0,796","0,8","15,923","19,903","23,97","0,000814"
13,PZ13,2015,Human,"0,927",0,"0,831","0,836","16,168","19,349","20,53","0,00129"
13,PZ13,2015,Human,"0,927",0,"0,759","0,788","16,276","20,661","21,79","0,00157"
13,PZ13,2015,Human,"0,878",0,"0,762","0,775","16,382","21,127","19,98","0,00189"
13,PZ13,2015,Human,"0,8",0,"0,618","0,635","16,453","25,918","25,19","0,00214"
13,PZ13,2015,Human,"0,765",0,"0,579","0,606","16,686","27,54","26,4","0,0032"
13,PZ13,2015,Human,"0,345",0,"0,493","0,43","16,723","38,858","26,94","0,0034"
13,PZ13,2015,Human,"0,901",0,"0,681","0,729","16,77","23,016",21,"0,00368"
13,PZ13,2015,Human,"0,333",0,"0,655","0,539","16,992","31,497","24,17","0,00528"
13,PZ13,2015,Human,"0,884",0,"0,714","0,752","17,218","22,895","20,54","0,00752"
13,PZ13,2015,Human,0,0,"0,218","0,161","17,268","107,471","35,09","0,00812"
13,PZ13,2015,Human,"0,8","0,667","0,712","0,733","20,052","27,355","28,8","0,196"
13,PZ13,2015,Human,"0,336",0,"0,629","0,501","21,391","42,692","23,83","0,455"
13,PZ13,2015,Human,"0,303",0,"0,595","0,482","22,869","47,415","22,25","0,76"
13,PZ13,2015,Human,"0,336",0,"0,59","0,503","24,182","48,072","32,54","0,925"
13,PZ13,2015,Human,"0,294",0,"0,641","0,518","24,208","46,749","35,19","0,927"
13,PZ13,2015,Human,0,0,"0,302","0,228","24,392","107,175","30,91","0,94"
13,PZ13,2015,Human,"0,294",0,"0,539","0,453","24,422","53,902","25,54","0,942"
13,PZ13,2015,Human,"0,324",0,"0,594","0,506","24,717","48,835","31,27","0,959"
13,PZ13,2015,Human,"0,286",0,"0,593","0,493","25,154","51,017","31,39","0,976"
13,PZ13,2015,Human,"0,282",0,"0,557","0,444","27,591","62,16","31,58",1
14,PZ14,2015,Human,"0,968","0,667","0,767","0,802","4,994","6,226","22,71",0
14,PZ14,2015,Human,1,"0,596","0,741","0,788","5,665","7,19","20,89",0
14,PZ14,2015,Human,"0,918","0,577","0,701","0,742","5,879","7,926","19,53",0
14,PZ14,2015,Human,1,"0,596","0,756","0,797","6,731","8,448","21,95",0
14,PZ14,2015,Human,"0,894","0,722","0,801","0,814","7,249","8,902","22,66",0
14,PZ14,2015,Human,"0,894","0,632","0,739","0,766","7,491","9,779","20,97",0
14,PZ14,2015,Human,"0,968","0,333","0,645","0,692","7,57","10,945","22,52",0
14,PZ14,2015,Human,"0,938","0,25","0,701","0,723","7,641","10,567","23,8",0
14,PZ14,2015,Human,"0,894","0,722","0,792","0,809","7,694","9,516","19,58",0
14,PZ14,2015,Human,"0,968","0,333","0,66","0,701","8,059","11,492","22,95",0
14,PZ14,2015,Human,"0,918","0,577","0,783","0,794","8,064","10,151","19,42",0
14,PZ14,2015,Human,"0,918","0,791","0,753","0,794","9,621","12,112","22,32",0
14,PZ14,2015,Human,"0,918","0,791","0,753","0,794","9,621","12,112","22,32",0
14,PZ14,2015,Human,"0,968","0,333","0,629","0,682","10,825","15,874","23,61","0,0000000011"
14,PZ14,2015,Human,"0,884","0,745","0,81","0,818","10,957","13,392","21,42","0,00000000172"
14,PZ14,2015,Human,"0,968","0,204","0,726","0,739","10,958","14,837","20,18","0,00000000172"
14,PZ14,2015,Human,"0,968",0,"0,616","0,642","11,126","17,344",24,"0,00000000302"
14,PZ14,2015,Human,"0,894","0,596","0,745","0,765","11,473","14,997","19,33","0,00000000938"
14,PZ14,2015,Human,"0,894","0,596","0,745","0,765","11,473","14,997","19,33","0,00000000938"
14,PZ14,2015,Human,"0,884","0,667","0,645","0,703","11,517","16,389","26,18","0,0000000108"
14,PZ14,2015,Human,"0,894","0,745","0,737","0,774","11,607","14,991","21,58","0,0000000144"
14,PZ14,2015,Human,"0,918","0,722","0,765","0,797","11,63","14,584","21,04","0,0000000155"
14,PZ14,2015,Human,"0,884","0,722","0,712","0,754","11,641","15,44",20,"0,000000016"
14,PZ14,2015,Human,"0,968",0,"0,69","0,701","11,793","16,823","21,52","0,0000000258"
14,PZ14,2015,Human,"0,968",0,"0,641","0,675","11,9","17,636","23,14","0,0000000361"
14,PZ14,2015,Human,"0,894","0,298","0,696","0,704","12,247","17,39","22,24","0,000000103"
14,PZ14,2015,Human,"0,894","0,298","0,696","0,704","12,247","17,39","22,24","0,000000103"
14,PZ14,2015,Human,"0,943","0,707","0,744","0,787","12,306","15,637","22,16","0,000000123"
14,PZ14,2015,Human,"0,943","0,707","0,744","0,787","12,306","15,637","22,16","0,000000123"
14,PZ14,2015,Human,"0,968",0,"0,69","0,694","12,52","18,028","25,99","0,000000231"
14,PZ14,2015,Human,"0,86","0,333","0,553","0,608","12,688","20,874","25,04","0,000000375"
14,PZ14,2015,Human,"0,86","0,745","0,792","0,8","12,732","15,911","21,05","0,000000425"
14,PZ14,2015,Human,"0,968",0,"0,65","0,675","12,756","18,905","23,16","0,000000455"
14,PZ14,2015,Human,"0,938",0,"0,69","0,694","12,826","18,469","22,52","0,000000554"
14,PZ14,2015,Human,1,0,"0,686","0,715","12,965","18,144","22,61","0,000000818"
14,PZ14,2015,Human,"0,968",0,"0,686","0,685","13,742","20,072","25,66","0,00000644"
14,PZ14,2015,Human,"0,86","0,63","0,741","0,758","13,835","18,262","21,2","0,00000813"
14,PZ14,2015,Human,"0,86","0,204","0,601","0,633","13,936","22,016","24,7","0,0000105"
14,PZ14,2015,Human,"0,968","0,612","0,729","0,773","14,018","18,146","21,69","0,0000128"
14,PZ14,2015,Human,"0,86","0,63","0,723","0,746","14,071","18,854","21,03","0,0000146"
14,PZ14,2015,Human,"0,938",0,"0,636","0,655","14,161","21,634","24,35","0,0000182"
14,PZ14,2015,Human,"0,884",0,"0,765","0,739","14,178","19,191","24,01","0,0000189"
14,PZ14,2015,Human,"0,968",0,"0,58","0,621","14,485","23,344","22,07","0,0000392"
14,PZ14,2015,Human,"0,968","0,471","0,754","0,78","14,564","18,663","20,15","0,000047"
14,PZ14,2015,Human,"0,968","0,5","0,728","0,76","14,69","19,336","21,11","0,0000627"
14,PZ14,2015,Human,"0,938",0,"0,556","0,61","14,976","24,536","24,05","0,000118"
14,PZ14,2015,Human,"0,904","0,745","0,735","0,776","15,097","19,46","16,27","0,000153"
14,PZ14,2015,Human,1,0,"0,59","0,642","15,128","23,569","23,71","0,000164"
14,PZ14,2015,Human,"0,938",0,"0,575","0,61","15,155","24,83","23,12","0,000173"
14,PZ14,2015,Human,"0,968","0,722","0,751","0,798","15,256","19,115","22,64","0,000215"
14,PZ14,2015,Human,"0,782",0,"0,523","0,561","15,276","27,231","28,14","0,000224"
14,PZ14,2015,Human,"0,968",0,"0,69","0,703","15,351","21,825","24,68","0,000262"
14,PZ14,2015,Human,"0,884","0,385","0,622","0,663","15,55","23,447","21,94","0,000392"
14,PZ14,2015,Human,"0,884","0,385","0,622","0,663","15,55","23,447","21,94","0,000392"
14,PZ14,2015,Human,"0,968",0,"0,614","0,652","15,597","23,92","24,15","0,000432"
14,PZ14,2015,Human,"0,968","0,745","0,697","0,763","15,719","20,613","19,93","0,000549"
14,PZ14,2015,Human,"0,904","0,745","0,735","0,776","15,834","20,41","17,62","0,000687"
14,PZ14,2015,Human,"0,904","0,68","0,719","0,76","16,064","21,146","19,29","0,00106"
14,PZ14,2015,Human,"0,839","0,5","0,622","0,664","16,187","24,396","26,63","0,00133"
14,PZ14,2015,Human,"0,938","0,333","0,688","0,71","16,396","23,078","20,32","0,00194"
14,PZ14,2015,Human,"0,938",0,"0,565","0,609","16,495","27,089","21,86","0,00231"
14,PZ14,2015,Human,"0,894","0,745","0,796","0,812","16,609","20,456","24,15","0,00281"
14,PZ14,2015,Human,"0,91",0,"0,694","0,704","17,096","24,28","23,12","0,00622"
14,PZ14,2015,Human,"0,938","0,236","0,568","0,63","17,25","27,366","21,82","0,0079"
15,PZ14,2015,Human,"0,884","0,354","0,805","0,787","6,513","8,276","24,63",0
14,PZ14,2015,Human,"0,913","0,913","0,865","0,88","6,895","7,838","22,96",0
14,PZ14,2015,Human,"0,913","0,913","0,865","0,88","6,895","7,838","22,96",0
14,PZ14,2015,Human,"0,968",0,"0,671","0,706","7,063","10,006","29,36",0
14,PZ14,2015,Human,"0,889","0,913","0,857","0,868","7,065","8,135","22,96",0
14,PZ14,2015,Human,1,0,"0,559","0,674","7,199","10,675","27,56",0
14,PZ14,2015,Human,"0,938",0,"0,627","0,711","7,543","10,612","26,06",0
14,PZ14,2015,Human,"0,889","0,913","0,795","0,828","8,382","10,12","21,78",0
14,PZ14,2015,Human,"0,889","0,772","0,795","0,816","8,658","10,613","24,15",0
14,PZ14,2015,Human,"0,913",0,"0,573","0,636","8,719","13,699","28,08",0
14,PZ14,2015,Human,"0,968",0,"0,682","0,713","8,931","12,531","26,76",0
14,PZ14,2015,Human,"0,904","0,289","0,801","0,791","9,356","11,824","25,95",0
14,PZ14,2015,Human,"0,933",0,"0,662","0,695","9,507","13,681","26,65","0,000000000132"
14,PZ14,2015,Human,"0,889","0,913","0,791","0,825","9,775","11,848","25,85","0,000000000342"
14,PZ14,2015,Human,"0,889","0,913","0,791","0,825","9,775","11,848","25,85","0,000000000342"
14,PZ14,2015,Human,1,0,"0,687","0,779","10,069","12,93","28,96","0,000000000949"
14,PZ14,2015,Human,"0,918","0,408","0,741","0,766","10,086","13,163","26,2","0,00000000101"
14,PZ14,2015,Human,"0,933","0,408","0,786","0,794","10,563","13,302","26,37","0,00000000496"
14,PZ14,2015,Human,"0,933","0,408","0,751","0,772","11,337","14,695","26,21","0,0000000574"
14,PZ14,2015,Human,"0,889","0,816","0,795","0,819","11,406","13,928","21,17","0,0000000706"
14,PZ14,2015,Human,"0,889","0,816","0,795","0,819","11,406","13,928","21,17","0,0000000706"
14,PZ14,2015,Human,"0,918","0,447","0,796","0,809","11,467","14,173","24,45","0,0000000848"
14,PZ14,2015,Human,"0,968","0,408","0,764","0,789","11,601","14,694","25,81","0,000000126"
14,PZ14,2015,Human,"0,889","0,667","0,736","0,768","11,749","15,298","26,07","0,000000196"
14,PZ14,2015,Human,"0,889","0,667","0,736","0,768","11,749","15,298","26,07","0,000000196"
14,PZ14,2015,Human,"0,913",0,"0,714","0,727","12,6","17,336","26,77","0,00000211"
14,PZ14,2015,Human,"0,968","0,913","0,892","0,912","12,745","13,974","24,62","0,00000309"
14,PZ14,2015,Human,"0,968",0,"0,693","0,757","13,114","17,322","25,66","0,00000798"
14,PZ14,2015,Human,"0,889","0,816","0,751","0,79","13,24","16,751","25,68","0,0000109"
14,PZ14,2015,Human,"0,913","0,913","0,747","0,803","13,279","16,533","25,7","0,000012"
14,PZ14,2015,Human,"0,913","0,913","0,747","0,803","13,279","16,533","25,7","0,000012"
14,PZ14,2015,Human,"0,845",0,"0,617","0,651","13,897","21,354","25,97","0,0000523"
14,PZ14,2015,Human,1,0,"0,723","0,784","14,796","18,865","23,56","0,000362"
14,PZ14,2015,Human,"0,877","0,73","0,751","0,779","15,094","19,372","23,04","0,000653"
14,PZ14,2015,Human,"0,889","0,816","0,771","0,803","15,825","19,703","21,37","0,00249"
14,PZ14,2015,Human,"0,845",0,"0,6","0,634","15,983","25,204","25,3","0,00325"
14,PZ14,2015,Human,"0,943","0,408","0,734","0,768","16,446","21,425","26,12","0,00688"
14,PZ14,2015,Human,"0,889",0,"0,683","0,699","16,461","23,535","24,34","0,00703"
14,PZ14,2015,Human,"0,968",0,"0,608","0,69","16,851","24,412","25,09","0,0126"
14,PZ14,2015,Human,"0,939",0,"0,61","0,673","17,081","25,387","27,13","0,0174"
14,PZ14,2015,Human,"0,968",0,"0,648","0,706","17,19","24,352","25,86","0,0202"
14,PZ14,2015,Human,"0,968","0,707","0,815","0,844","17,217","20,406","27,64","0,0209"
14,PZ14,2015,Human,"0,968",0,"0,678","0,716","17,758","24,79","28,93","0,0414"
14,PZ14,2015,Human,"0,913","0,707","0,732","0,774","17,978","23,218","30,57","0,0534"
14,PZ14,2015,Human,"0,933",0,"0,688","0,706","18,381","26,048","26,27","0,0825"
14,PZ14,2015,Human,"0,968","0,5","0,741","0,787","18,56","23,596","24,73","0,0987"
14,PZ14,2015,Human,"0,933","0,408","0,777","0,787","18,837","23,926","25,09","0,128"
14,PZ14,2015,Human,"0,933","0,913","0,795","0,839","18,944","22,585","25,8","0,141"
14,PZ14,2015,Human,"0,889","0,816","0,782","0,81","19,765","24,409","25,56","0,268"
14,PZ14,2015,Human,"0,889","0,816","0,782","0,81","19,765","24,409","25,56","0,268"
14,PZ14,2015,Human,"0,968",0,"0,659","0,714","20,17","28,261","27,17","0,346"
14,PZ14,2015,Human,"0,968","0,447","0,7","0,752","21,793","28,966","20,26","0,694"
15,PZ15,2015,Human,"0,825","0,447","0,753","0,748","6,454","8,624","15,35",0
15,PZ15,2015,Human,"0,825",0,"0,777","0,751","6,58","8,759","15,14",0
15,PZ15,2015,Server,"0,728","0,224","0,71","0,684","7,121","10,41","20,62",0
15,PZ15,2015,Human,"0,842",0,"0,732","0,731","7,769","10,624","16,16",0
15,PZ15,2015,Human,"0,842","0,516","0,879","0,846","8,088","9,555","13,64",0
15,PZ15,2015,Server,"0,842","0,516","0,879","0,846","8,088","9,555","13,64",0
15,PZ15,2015,Human,"0,842","0,447","0,836","0,81","8,348","10,3","14,05",0
15,PZ15,2015,Server,"0,842","0,447","0,836","0,81","8,348","10,3","14,05",0
15,PZ15,2015,Human,"0,825",0,"0,774","0,757","8,449","11,161","18,32",0
15,PZ15,2015,Human,"0,827","0,316","0,698","0,709","8,514","12,002","22,94",0
15,PZ15,2015,Human,"0,825",0,"0,751","0,74","8,576","11,584","17,61",0
15,PZ15,2015,Server,"0,825",0,"0,751","0,74","8,576","11,584","17,61",0
15,PZ15,2015,Human,"0,842",0,"0,751","0,74","8,673","11,714","16,67",0
15,PZ15,2015,Server,"0,842",0,"0,751","0,74","8,673","11,714","16,67",0
15,PZ15,2015,Human,"0,842","0,671","0,778","0,784","8,748","11,154","17,57",0
15,PZ15,2015,Human,"0,842",0,"0,805","0,773","8,863","11,459",19,0
15,PZ15,2015,Human,"0,809",0,"0,677","0,672","9,005","13,401","16,54",0
15,PZ15,2015,Server,"0,792","0,316","0,616","0,645","9,34","14,486","21,43",0
15,PZ15,2015,Human,"0,724","0,447","0,718","0,701","9,354","13,349","23,35",0
15,PZ15,2015,Human,"0,776","0,316","0,751","0,733","9,448","12,882","19,93",0
15,PZ15,2015,Human,"0,809","0,632","0,746","0,752","10,082","13,41","24,74",0
15,PZ15,2015,Server,"0,761",0,"0,686","0,667","10,162","15,237","22,97",0
15,PZ15,2015,Server,"0,776","0,224","0,66","0,663","10,893","16,436","18,16",0
15,PZ15,2015,Human,"0,759",0,"0,68","0,674","11,132","16,519","20,45",0
15,PZ15,2015,Server,"0,792","0,258","0,71","0,705","11,251","15,95","18,42",0
15,PZ15,2015,Server,"0,809","0,258","0,675","0,685","11,361","16,593","21,32",0
15,PZ15,2015,Server,"0,761","0,258","0,736","0,714","12,08","16,925","16,41","0,00000000016"
15,PZ15,2015,Human,"0,759","0,316","0,648","0,658","12,098","18,384","26,96","0,000000000171"
15,PZ15,2015,Server,"0,761","0,258","0,66","0,663","13,349","20,142","19,84","0,0000000117"
15,PZ15,2015,Human,"0,779","0,447","0,624","0,652","13,432","20,614","31,79","0,0000000153"
15,PZ15,2015,Server,"0,747",0,"0,667","0,642","13,496","21,017","18,74","0,0000000187"
15,PZ15,2015,Server,"0,776",0,"0,71","0,688","13,54","19,672","17,19","0,0000000215"
15,PZ15,2015,Server,"0,747",0,"0,661","0,649","13,68","21,066","19,52","0,0000000333"
15,PZ15,2015,Server,"0,792","0,2","0,698","0,688","13,842","20,113","21,48","0,0000000549"
15,PZ15,2015,Server,"0,792",0,"0,673","0,667","13,861","20,785","15,92","0,0000000581"
15,PZ15,2015,Server,"0,776","0,169","0,719","0,688","14,221","20,662","17,73","0,00000017"
15,PZ15,2015,Server,"0,792","0,2","0,782","0,747","14,403","19,294","16,77","0,000000289"
15,PZ15,2015,Server,"0,792",0,"0,667","0,667","14,415","21,623","18,92","0,0000003"
15,PZ15,2015,Server,"0,776","0,447","0,704","0,705","14,639","20,762","16,97","0,000000565"
15,PZ15,2015,Server,"0,809",0,"0,734","0,714","14,758","20,678","17,91","0,00000079"
15,PZ15,2015,Server,"0,792","0,2","0,731","0,71","14,99","21,118","22,46","0,00000149"
15,PZ15,2015,Human,"0,809","0,258","0,692","0,697","15,701","22,529","19,07","0,00000945"
15,PZ15,2015,Human,"0,776","0,447","0,7","0,703","16,062","22,848","18,89","0,0000228"
15,PZ15,2015,Server,"0,792","0,224","0,734","0,718","16,062","22,381","17,5","0,0000228"
15,PZ15,2015,Server,"0,721",0,"0,679","0,652","16,264","24,952","16,7","0,0000368"
15,PZ15,2015,Server,"0,776","0,224","0,679","0,676","16,389","24,25","19,38","0,0000491"
15,PZ15,2015,Server,"0,099",0,"0,525","0,362","17,02","46,952","24,05","0,000197"
15,PZ15,2015,Server,"0,761",0,"0,667","0,654","17,039","26,05","19,02","0,000205"
15,PZ15,2015,Server,"0,761","0,258","0,673","0,671","17,945","26,728","19,84","0,00122"
15,PZ15,2015,Server,"0,657","0,224","0,685","0,644","18,257","28,332","21,2","0,00214"
15,PZ15,2015,Server,"0,776","0,316","0,729","0,718","18,702","26,041","21,4","0,00453"
15,PZ15,2015,Server,"0,761","0,224","0,648","0,651","19,06","29,286","16,8","0,00795"
15,PZ15,2015,Server,"0,743","0,316","0,718","0,699","19,078","27,285","22,41","0,00817"
15,PZ15,2015,Server,"0,618","0,258","0,707","0,654","19,401","29,683","24,88","0,0132"
15,PZ15,2015,Server,"0,792","0,224","0,692","0,688","19,431","28,233","19,17","0,0137"
15,PZ15,2015,Server,"0,743","0,258","0,709","0,692","19,784","28,569","23,22","0,0223"
15,PZ15,2015,Server,"0,708","0,258","0,68","0,662","19,922","30,081","23,07","0,0267"
15,PZ15,2015,Server,"0,792","0,224","0,719","0,706","19,992","28,321","22,44","0,0291"
15,PZ15,2015,Server,"0,792","0,224","0,695","0,689","20,411","29,634","22,82","0,0484"
15,PZ15,2015,Server,"0,556","0,258","0,677","0,617","20,674","33,51","20,93","0,065"
15,PZ15,2015,Server,"0,545","0,316","0,654","0,607","20,891","34,442","23,47","0,0817"
15,PZ15,2015,Server,"0,759","0,224","0,731","0,706","21,993","31,156","24,97","0,217"
15,PZ15,2015,Server,"0,099",0,"0,616","0,447","22,155","49,523","22,31","0,245"
15,PZ15,2015,Server,"0,253","0,258","0,655","0,524","24,154","46,13","22,96","0,662"
15,PZ15,2015,Server,"0,776","0,447","0,676","0,685","24,568","35,882","34,77","0,742"
15,PZ15,2015,Server,"0,776","0,447","0,662","0,676","24,575","36,375","34,62","0,743"
15,PZ15,2015,Server,"0,776","0,447","0,676","0,685","24,592","35,916","33,95","0,746"
15,PZ15,2015,Server,"0,776","0,447","0,684","0,69","24,592","35,625","34,22","0,746"
15,PZ15,2015,Server,"0,776","0,447","0,662","0,676","24,601","36,413","35,04","0,748"
15,PZ15,2015,Server,"0,776","0,447","0,671","0,681","24,604","36,118","33,99","0,748"
15,PZ15,2015,Server,"0,776","0,447","0,662","0,676","24,631","36,459","34,49","0,753"
15,PZ15,2015,Server,"0,776","0,447","0,662","0,676","24,643","36,476","35,6","0,755"
15,PZ15,2015,Server,"0,776","0,447","0,671","0,681","24,676","36,224","35,36","0,761"
15,PZ15,2015,Server,"0,776","0,447","0,671","0,681","24,782","36,38","34,87","0,779"
16,PZ16a,2015,Server,"0,926","0,707","0,938","0,901","1,235","1,37","11,26","0,00000000104"
16,PZ16a,2015,Human,1,"0,707","0,98","0,944","1,45","1,536","16,67","0,00000000216"
16,PZ16a,2015,Server,"0,866","0,816","0,895","0,874","1,523","1,743","11,6","0,00000000275"
16,PZ16a,2015,Server,1,"0,913","0,826","0,87","1,661","1,908","13,37","0,00000000434"
16,PZ16a,2015,Server,"0,866","0,707","0,895","0,859","1,688","1,966","12,5","0,00000000474"
16,PZ16a,2015,Server,"0,913","0,471","0,776","0,756","1,881","2,487","17,43","0,00000000887"
16,PZ16a,2015,Human,"0,913","0,471","0,776","0,756","1,881","2,487","17,43","0,00000000887"
16,PZ16a,2015,Server,"0,926","0,913","0,85","0,872","1,906","2,186","15,34","0,00000000963"
16,PZ16a,2015,Server,"0,926","0,816","0,853","0,859","1,92","2,237","18,18","0,0000000101"
16,PZ16a,2015,Server,1,"0,707","0,873","0,87","2,041","2,345","11,42","0,0000000148"
16,PZ16a,2015,Server,"0,913","0,816","0,776","0,806","2,041","2,532","19,08","0,0000000148"
16,PZ16a,2015,Human,"0,913","0,816","0,776","0,806","2,041","2,532","19,08","0,0000000148"
16,PZ16a,2015,Server,1,"0,236","0,66","0,664","2,209","3,325","15,01","0,0000000252"
