Index,Puzzle,Year,Category,INF-WC,INF-NWC,INF-stacking,INF-all,RMSD,DI-all,MCQ,p-value
19,PZ18,2016,Server,"0,77","0,471","0,676","0,691","11,509","16,644","16,27",0
19,PZ18,2016,Human,"0,808",0,"0,72","0,722","11,954","16,566","22,64",0
19,PZ18,2016,Server,"0,784",0,"0,678","0,678","12,449","18,355","27,64",0
19,PZ18,2016,Server,"0,77","0,408","0,659","0,677","12,49","18,461","16,96",0
19,PZ18,2016,Server,"0,77","0,408","0,647","0,669","13,362","19,974","19,13","0,00000000147"
19,PZ18,2016,Server,"0,77","0,408","0,654","0,673","13,383","19,874","18,21","0,00000000158"
19,PZ18,2016,Server,"0,77","0,408","0,671","0,684","14,957","21,865","15,95","0,000000222"
19,PZ18,2016,Server,"0,76","0,408","0,603","0,638","15,211","23,841","20,46","0,00000046"
19,PZ18,2016,Server,"0,77","0,471","0,628","0,661","15,707","23,75","19,07","0,00000181"
19,PZ18,2016,Human,"0,76",0,"0,723","0,701","15,848","22,613","21,94","0,00000264"
19,PZ18,2016,Human,"0,784",0,"0,652","0,661","16,148","24,417","20,7","0,00000575"
19,PZ18,2016,Server,"0,784","0,365","0,64","0,665","16,346","24,592","17,82","0,00000947"
19,PZ18,2016,Human,"0,68",0,"0,692","0,656","16,45","25,064","21,9","0,0000122"
19,PZ18,2016,Server,"0,784","0,471","0,647","0,678","17,208","25,385","17,06","0,0000728"
19,PZ18,2016,Server,"0,64",0,"0,615","0,601","18,454","30,696","19,17","0,000949"
19,PZ18,2016,Human,"0,784","0,408","0,59","0,637","18,636","29,242","24,92","0,00133"
19,PZ18,2016,Server,"0,784","0,408","0,696","0,706","18,821","26,653","27,28","0,00186"
19,PZ18,2016,Server,"0,64",0,"0,602","0,593","18,918","31,896","20,36","0,0022"
19,PZ18,2016,Server,"0,76","0,471","0,727","0,722","19,207","26,593","23,01","0,0036"
19,PZ18,2016,Human,"0,667","0,289","0,634","0,625","20,28","32,433","19,42","0,0182"
19,PZ18,2016,Server,"0,816","0,408","0,707","0,722","20,287","28,092","24,45","0,0184"
19,PZ18,2016,Server,"0,667","0,408","0,697","0,669","20,619","30,82","22,81","0,0285"
19,PZ18,2016,Server,"0,784","0,471","0,666","0,69","20,737","30,055","23,48","0,0331"
19,PZ18,2016,Server,"0,784","0,408","0,689","0,7","20,774","29,664","22,01","0,0346"
19,PZ18,2016,Human,"0,784",0,"0,707","0,702","21,13","30,104","19,69","0,0527"
19,PZ18,2016,Server,"0,816","0,471","0,669","0,7","21,143","30,191","23,95","0,0535"
19,PZ18,2016,Human,"0,64",0,"0,638","0,617","21,159","34,275","18,73","0,0544"
19,PZ18,2016,Human,"0,292",0,"0,516","0,429","21,421","49,883","21,57","0,0725"
19,PZ18,2016,Server,"0,298",0,"0,525","0,435","21,425","49,204","23,04","0,0728"
19,PZ18,2016,Human,"0,628",0,"0,591","0,582","22,158","38,097","18,45","0,147"
19,PZ18,2016,Human,"0,616","0,289","0,558","0,561","22,793","40,661","18,41","0,243"
19,PZ18,2016,Server,"0,292","0,408","0,622","0,508","23,141","45,528","21,05","0,308"
19,PZ18,2016,Server,"0,628",0,"0,558","0,547","23,172","42,331","20,37","0,314"
19,PZ18,2016,Server,"0,64",0,"0,639","0,617","23,498","38,064","20,55","0,381"
19,PZ18,2016,Server,"0,76","0,236","0,65","0,66","24,091","36,51","28,85","0,51"
19,PZ18,2016,Human,"0,64",0,"0,584","0,581","24,549","42,252",19,"0,61"
19,PZ18,2016,Server,"0,577","0,289","0,615","0,587","24,633","41,976","20,65","0,628"
19,PZ18,2016,Human,"0,28",0,"0,591","0,478","24,924","52,159","19,72","0,688"
20,PZ19,2016,Human,"0,909",0,"0,703","0,738","5,517","7,48","23,5",0
20,PZ19,2016,Human,"0,711","0,577","0,659","0,671","7,38","10,99","27,49",0
20,PZ19,2016,Human,"0,864","0,192","0,728","0,722","8,968","12,416","18,8",0
20,PZ19,2016,Server,"0,682",0,"0,615","0,62","9,596","15,485","21,82",0
20,PZ19,2016,Human,"0,685","0,333","0,689","0,672","9,822","14,617","20,36",0
20,PZ19,2016,Human,"0,934","0,408","0,696","0,761","9,906","13,025","24,17",0
20,PZ19,2016,Human,"0,682",0,"0,695","0,672","10,183","15,156","18,56",0
20,PZ19,2016,Human,"0,753",0,"0,645","0,657","10,345","15,741","18,25",0
20,PZ19,2016,Server,"0,711","0,333","0,659","0,662","10,775","16,277","20,96","0,000000000182"
20,PZ19,2016,Human,"0,818","0,408","0,715","0,736","10,781","14,645","21,5","0,000000000186"
20,PZ19,2016,Server,"0,636",0,"0,59","0,587","10,951","18,66","22,18","0,000000000339"
20,PZ19,2016,Human,"0,696",0,"0,622","0,629","11,203","17,82","18,42","0,000000000814"
20,PZ19,2016,Server,"0,711","0,577","0,645","0,662","11,443","17,285","22,38","0,00000000184"
20,PZ19,2016,Human,"0,744",0,"0,599","0,621","12,268","19,761","17,68","0,0000000268"
20,PZ19,2016,Human,"0,818","0,258","0,698","0,708","12,475","17,61","19,64","0,0000000507"
20,PZ19,2016,Server,"0,696",0,"0,543","0,577","12,595","21,81","25,09","0,0000000729"
20,PZ19,2016,Server,"0,672",0,"0,653","0,644","12,615","19,574","21,93","0,0000000776"
20,PZ19,2016,Server,"0,667",0,"0,667","0,638","13,139","20,584","33,25","0,000000361"
20,PZ19,2016,Server,"0,653",0,"0,731","0,681","13,239","19,451","31,62","0,00000048"
20,PZ19,2016,Human,"0,669",0,"0,73","0,69","13,734","19,911","19,1","0,00000188"
20,PZ19,2016,Server,"0,341",0,"0,623","0,506","13,794","27,283","20,96","0,0000022"
20,PZ19,2016,Human,"0,685",0,"0,569","0,577","13,99","24,227","17,65","0,00000369"
20,PZ19,2016,Server,"0,853",0,"0,674","0,718","14,134","19,677","19,45","0,00000535"
20,PZ19,2016,Server,"0,669",0,"0,659","0,648","14,396","22,22","19,81","0,0000104"
20,PZ19,2016,Human,"0,615",0,"0,64","0,607","14,758","24,33","24,02","0,000025"
20,PZ19,2016,Human,"0,711",0,"0,705","0,692","14,934","21,586","17,7","0,0000378"
20,PZ19,2016,Server,"0,698","0,408","0,652","0,657","15,012","22,837","29,64","0,0000453"
20,PZ19,2016,Server,"0,682","0,408","0,725","0,7","15,021","21,457","28,34","0,0000462"
20,PZ19,2016,Server,"0,682",0,"0,616","0,613","15,107","24,642","21,11","0,0000563"
20,PZ19,2016,Human,"0,8","0,333","0,646","0,682","15,259","22,376","22,34","0,0000793"
20,PZ19,2016,Human,"0,698","0,333","0,622","0,633","15,342","24,228","23,81","0,0000952"
20,PZ19,2016,Server,"0,656","0,577","0,696","0,676","15,41","22,796","31,57","0,000111"
20,PZ19,2016,Server,"0,744","0,408","0,622","0,653","15,624","23,936","21,16","0,000175"
20,PZ19,2016,Server,"0,256",0,"0,653","0,489","15,662","32,007","17,1","0,00019"
20,PZ19,2016,Human,"0,821",0,"0,696","0,721","15,737","21,832","18,11","0,000222"
20,PZ19,2016,Server,"0,261",0,"0,553","0,432","15,742","36,461","18,01","0,000225"
20,PZ19,2016,Human,"0,667",0,"0,66","0,648","15,954","24,625","17,89","0,000348"
20,PZ19,2016,Server,"0,724",0,"0,675","0,674","16,204","24,036","19,29","0,000572"
20,PZ19,2016,Server,"0,261",0,"0,583","0,446","16,347","36,641","17,55","0,000755"
20,PZ19,2016,Human,"0,669",0,"0,729","0,69","16,46","23,841","21,69","0,000934"
20,PZ19,2016,Server,"0,267",0,"0,599","0,461","16,62","36,088","15,56","0,00126"
20,PZ19,2016,Human,"0,698",0,"0,645","0,648","16,643","25,68","21,49","0,00131"
20,PZ19,2016,Human,"0,698",0,"0,645","0,648","16,643","25,68","21,49","0,00131"
20,PZ19,2016,Server,"0,251",0,"0,599","0,461","16,774","36,422","16,11","0,00166"
20,PZ19,2016,Server,"0,279",0,"0,556","0,443","16,937","38,241","15,6","0,00222"
20,PZ19,2016,Human,"0,744",0,"0,581","0,601","16,986","28,243","18,32","0,00242"
20,PZ19,2016,Server,"0,256",0,"0,59","0,446","17,08","38,283","16,8","0,00284"
20,PZ19,2016,Human,"0,696",0,"0,685","0,673","17,213","25,582","20,18","0,00355"
20,PZ19,2016,Server,"0,261",0,"0,592","0,461","17,255","37,466","14,68","0,00381"
20,PZ19,2016,Human,"0,532",0,"0,615","0,577","17,265","29,944","20,4","0,00387"
20,PZ19,2016,Server,"0,267",0,"0,599","0,464","17,437","37,582","16,32","0,00512"
20,PZ19,2016,Server,"0,261",0,"0,599","0,464","17,569","37,868","14,21","0,00632"
20,PZ19,2016,Server,"0,653",0,"0,646","0,623","19,582","31,429","20,99","0,0844"
20,PZ19,2016,Human,"0,539",0,"0,714","0,648","20,084","30,988","19,28","0,136"
20,PZ19,2016,Human,"0,286",0,"0,501","0,422","22,443","53,18","34,38","0,585"
21,PZ20,2017,Human,"0,898","0,577","0,81","0,826","4,705","5,695","17,88",0
21,PZ20,2017,Human,"0,96","0,6","0,844","0,864","4,908","5,68","15,42",0
21,PZ20,2017,Human,"0,902",0,"0,8","0,798","4,962","6,221","17,3",0
21,PZ20,2017,Human,"0,876","0,405","0,745","0,745","5,804","7,793","17,79",0
21,PZ20,2017,Human,"0,959","0,775","0,767","0,823","6,197","7,527","16,55",0
21,PZ20,2017,Human,"0,96","0,548","0,818","0,842","6,513","7,734","17,93",0
21,PZ20,2017,Human,"0,917","0,316","0,745","0,757","6,709","8,86","18,35",0
21,PZ20,2017,Human,"0,96","0,224","0,685","0,745","6,749","9,063","14,31",0
21,PZ20,2017,Human,"0,981","0,354","0,818","0,85","6,859","8,066","17,99",0
21,PZ20,2017,Human,"0,938","0,365","0,694","0,742","9,275","12,498","20,75",0
21,PZ20,2017,Server,"0,92","0,447","0,742","0,785","10,995","14,013","18,71",0
21,PZ20,2017,Human,"0,902",0,"0,721","0,752","11,599","15,422","18,96",0
21,PZ20,2017,Human,"0,76",0,"0,726","0,72","12,453","17,307","33,65","0,000000000595"
21,PZ20,2017,Server,"0,939","0,258","0,718","0,764","12,637","16,538","16,12","0,00000000112"
21,PZ20,2017,Server,"0,938","0,632","0,786","0,824","12,745","15,47","15,45","0,00000000161"
21,PZ20,2017,Human,"0,898",0,"0,646","0,701","13,335","19,023","21,24","0,0000000112"
21,PZ20,2017,Human,"0,885","0,354","0,693","0,739","13,979","18,917","18,99","0,0000000829"
21,PZ20,2017,Human,"0,96","0,316","0,706","0,767","15,202","19,823","17,69","0,00000263"
21,PZ20,2017,Server,"0,907",0,"0,644","0,71","15,818","22,287","16,75","0,0000126"
21,PZ20,2017,Human,"0,898","0,316","0,783","0,797","15,904","19,957","20,7","0,0000156"
21,PZ20,2017,Human,"0,898",0,"0,662","0,71","15,971","22,503","18,73","0,0000184"
21,PZ20,2017,Human,"0,917","0,447","0,681","0,74","16,05","21,703","16,74","0,0000222"
21,PZ20,2017,Server,"0,941",0,"0,709","0,76","16,06","21,145","17,8","0,0000227"
21,PZ20,2017,Server,"0,907",0,"0,625","0,697","16,147","23,157","15,63","0,0000279"
21,PZ20,2017,Server,"0,907",0,"0,657","0,715","16,167","22,626","17,15","0,0000293"
21,PZ20,2017,Human,"0,367",0,"0,667","0,543","16,182","29,826","9,97","0,0000303"
21,PZ20,2017,Server,"0,913",0,"0,599","0,685","16,287","23,782","16,45","0,0000387"
21,PZ20,2017,Server,"0,907",0,"0,599","0,68","16,35","24,033","16,84","0,0000449"
21,PZ20,2017,Server,1,"0,577","0,719","0,799","16,57","20,744","18,66","0,0000739"
21,PZ20,2017,Server,"0,928",0,"0,618","0,697","16,718","23,977","17,42","0,000103"
21,PZ20,2017,Human,"0,568","0,316","0,533","0,532","16,961","31,908","37,44","0,000174"
21,PZ20,2017,Human,"0,885","0,354","0,707","0,748","16,977","22,687","16,7","0,00018"
21,PZ20,2017,Human,"0,568","0,316","0,533","0,532","16,984","31,951","37,44","0,000182"
21,PZ20,2017,Server,"0,907",0,"0,645","0,707","17,075","24,16","17,82","0,000221"
21,PZ20,2017,Server,"0,928",0,"0,625","0,702","17,354","24,722","15,9","0,000391"
21,PZ20,2017,Human,"0,78","0,289","0,638","0,664","17,963","27,068","36,44","0,00126"
21,PZ20,2017,Server,0,0,"0,578","0,381","18,075","47,392","21,29","0,00154"
21,PZ20,2017,Server,"0,928",0,"0,626","0,707","18,415","26,056","15,71","0,00281"
21,PZ20,2017,Human,"0,666",0,"0,691","0,66","18,529","28,06","29,08","0,0034"
21,PZ20,2017,Server,"0,945",0,"0,645","0,719","18,675","25,959","17,91","0,00433"
21,PZ20,2017,Human,"0,671",0,"0,728","0,683","19,214","28,115","40,54","0,01"
21,PZ20,2017,Human,"0,404",0,"0,542","0,482","19,34","40,082","35,19","0,012"
21,PZ20,2017,Human,"0,404",0,"0,542","0,482","19,347","40,099","35,19","0,0122"
21,PZ20,2017,Human,"0,61",0,"0,737","0,669","19,783","29,58","34,68","0,0222"
21,PZ20,2017,Server,"0,302",0,"0,608","0,495","20,154","40,725","20,36","0,0356"
21,PZ20,2017,Human,"0,291",0,"0,645","0,52","20,328","39,063","36,76","0,044"
21,PZ20,2017,Human,"0,291",0,"0,645","0,52","20,332","39,071","36,87","0,0442"
21,PZ20,2017,Server,"0,2",0,"0,65","0,501","20,411","40,775","21,62","0,0484"
21,PZ20,2017,Human,"0,941",0,"0,681","0,746","20,65","27,684","22,01","0,0633"
21,PZ20,2017,Human,"0,258",0,"0,603","0,49","21,094","43,056","32,72","0,1"
21,PZ20,2017,Human,"0,258",0,"0,603","0,49","21,106","43,083","32,72","0,101"
21,PZ20,2017,Server,0,0,"0,563","0,355","22,115","62,217","23,82","0,238"
21,PZ20,2017,Server,"0,167",0,"0,668","0,498","23,769","47,722","20,5","0,581"
21,PZ20,2017,Human,"0,52",0,"0,696","0,628","25,533","40,674","29,56","0,882"
21,PZ20,2017,Human,"0,52",0,"0,696","0,628","25,552","40,704","29,38","0,884"
22,PZ21,2017,Human,"0,917","0,316","0,806","0,768","3,646","4,747","22,41",0
22,PZ21,2017,Human,"0,815",0,"0,679","0,643","3,715","5,774","28,64",0
22,PZ21,2017,Human,"0,815",0,"0,679","0,643","3,715","5,774","28,63",0
22,PZ21,2017,Human,"0,957",0,"0,767","0,71","3,974","5,6","21,16",0
22,PZ21,2017,Human,"0,957",0,"0,767","0,71","3,974","5,6","21,16",0
22,PZ21,2017,Human,"0,917",0,"0,734","0,681","4,022","5,903","20,65",0
22,PZ21,2017,Human,"0,957","0,25","0,482","0,585","4,506","7,702","27,78",0
22,PZ21,2017,Human,"0,92","0,224","0,494","0,577","4,573","7,92",34,0
22,PZ21,2017,Human,"0,913",0,"0,647","0,591","4,592","7,77","25,52",0
22,PZ21,2017,Human,"0,913",0,"0,647","0,591","4,592","7,77","25,52",0
22,PZ21,2017,Human,"0,917",0,"0,522","0,576","4,612","8,002","31,27",0
22,PZ21,2017,Human,"0,917","0,25","0,482","0,576","4,616","8,008","30,48",0
22,PZ21,2017,Human,"0,92",0,"0,603","0,561","4,689","8,362","25,55",0
22,PZ21,2017,Human,"0,957",0,"0,622","0,634","4,949","7,804","24,08","0,000000000123"
22,PZ21,2017,Human,"0,957",0,"0,622","0,634","4,949","7,804","24,08","0,000000000123"
22,PZ21,2017,Human,"0,917",0,"0,77","0,68","5,116","7,527","21,37","0,000000000224"
22,PZ21,2017,Human,"0,917",0,"0,754","0,68","5,293","7,782","20,44","0,000000000417"
22,PZ21,2017,Human,"0,881",0,"0,719","0,654","5,328","8,147","20,79","0,000000000471"
22,PZ21,2017,Human,"0,909",0,"0,479","0,552","5,503","9,974","30,32","0,000000000864"
22,PZ21,2017,Human,"0,881","0,559","0,8","0,777","5,717","7,361","21,6","0,00000000179"
22,PZ21,2017,Human,"0,87",0,"0,691","0,657","6,177","9,402","20,54","0,00000000817"
22,PZ21,2017,Human,"0,917",0,"0,688","0,674","6,392","9,483","24,55","0,0000000162"
22,PZ21,2017,Human,"0,87",0,"0,699","0,661","6,763","10,237","24,21","0,0000000514"
22,PZ21,2017,Human,"0,881",0,"0,669","0,645","6,96","10,783","32,55","0,0000000934"
22,PZ21,2017,Human,"0,881",0,"0,669","0,645","6,96","10,783","32,55","0,0000000934"
22,PZ21,2017,Human,"0,836",0,"0,754","0,692","8,671","12,523","22,56","0,0000101"
22,PZ21,2017,Human,"0,87",0,"0,683","0,652","8,79","13,49","23,4","0,0000136"
22,PZ21,2017,Server,"0,433",0,"0,613","0,511","10,566","20,692","24,87","0,000667"
22,PZ21,2017,Server,"0,49",0,"0,638","0,544","11,481","21,115","25,41","0,00346"
22,PZ21,2017,Server,"0,377",0,"0,5","0,416","11,845","28,449","26,62","0,00624"
22,PZ21,2017,Human,"0,389",0,"0,5","0,423","11,939","28,214","26,96","0,00722"
22,PZ21,2017,Server,"0,603",0,"0,549","0,477","12,053","25,288","39,75","0,0086"
22,PZ21,2017,Server,"0,577",0,"0,325","0,35","12,094","34,549","41,44","0,00915"
22,PZ21,2017,Server,"0,957",0,"0,577","0,619","12,117","19,581","32,98","0,00946"
22,PZ21,2017,Server,"0,496",0,"0,384","0,356","12,385","34,756","52,47","0,014"
22,PZ21,2017,Server,"0,957",0,"0,549","0,592","12,994","21,959","32,88","0,0314"
22,PZ21,2017,Server,"0,403",0,"0,615","0,501","13,107","26,166","30,04","0,0361"
22,PZ21,2017,Server,"0,403",0,"0,615","0,501","13,107","26,166","30,04","0,0361"
22,PZ21,2017,Human,"0,522",0,"0,519","0,461","13,86","30,041","33,91","0,0839"
22,PZ21,2017,Human,"0,522",0,"0,519","0,461","13,86","30,041","33,91","0,0839"
22,PZ21,2017,Human,"0,881",0,"0,657","0,633","14,239","22,484","24,97","0,121"
22,PZ21,2017,Human,"0,609",0,"0,522","0,495","14,616","29,523","34,12","0,169"
22,PZ21,2017,Human,"0,609",0,"0,522","0,495","14,616","29,523","34,11","0,169"
22,PZ21,2017,Server,"0,462","0,183","0,487","0,437","14,714","33,667","33,81","0,183"
22,PZ21,2017,Server,"0,583",0,"0,599","0,512","15,984","31,187","26,99","0,421"
22,PZ21,2017,Server,"0,583",0,"0,669","0,562","15,992","28,466","23,61","0,423"
22,PZ21,2017,Server,"0,583",0,"0,66","0,547","16,772","30,677","23,74","0,594"
22,PZ21,2017,Server,"0,639",0,"0,484","0,471","16,786","35,649","24,9","0,598"
22,PZ21,2017,Server,"0,639",0,"0,611","0,552","17,384","31,465","36,28","0,719"
22,PZ21,2017,Server,"0,609",0,"0,599","0,512","17,469","34,086","24,01","0,734"
22,PZ21,2017,Server,"0,56",0,"0,599","0,512","17,609","34,36","24,48","0,759"
22,PZ21,2017,Server,"0,56",0,"0,55","0,481","17,732","36,856","26,96","0,78"
22,PZ21,2017,Server,"0,609",0,"0,656","0,57","17,808","31,243","25,72","0,792"
22,PZ21,2017,Server,"0,609",0,"0,575","0,516","17,847","34,607","35,76","0,798"
22,PZ21,2017,Server,"0,54",0,"0,647","0,534","17,892","33,515","23,86","0,805"
22,PZ21,2017,Server,"0,583",0,"0,498","0,454","17,931","39,469","26,52","0,811"
22,PZ21,2017,Server,"0,583",0,"0,667","0,557","18,021","32,328","25,22","0,825"
22,PZ21,2017,Server,"0,674",0,"0,599","0,552","18,022","32,619","22,7","0,825"
22,PZ21,2017,Human,0,0,"0,59","0,394","21,57","54,797","26,25","0,998"
23,PZ22,2018,Human,"0,898",0,"0,626","0,653","10,843","16,592","16,65",0
23,PZ22,2018,Human,"0,847",0,"0,652","0,653","11,48","17,568","17,32",0
23,PZ22,2018,Human,"0,854",0,"0,641","0,65","12,851","19,767","17,51",0
23,PZ22,2018,Human,"0,891",0,"0,631","0,647","14,383","22,236","17,29",0
23,PZ22,2018,Human,"0,849","0,348","0,62","0,652","14,501","22,251","35,52",0
23,PZ22,2018,Human,"0,847","0,123","0,652","0,658","15,558","23,661","20,85","0,00000000249"
23,PZ22,2018,Human,"0,707","0,213","0,643","0,626","17,173","27,441","32,43","0,000000369"
23,PZ22,2018,Human,"0,794",0,"0,641","0,627","17,489","27,896","16,56","0,000000898"
23,PZ22,2018,Human,"0,847",0,"0,667","0,667","17,959","26,935","25,61","0,00000318"
23,PZ22,2018,Human,"0,77",0,"0,642","0,623","18,394","29,537","22,25","0,00000967"
23,PZ22,2018,Human,"0,786","0,213","0,689","0,679","18,826","27,722","35,74","0,0000276"
23,PZ22,2018,Human,"0,891",0,"0,626","0,653","18,965","29,021","15,95","0,0000382"
23,PZ22,2018,Human,"0,667","0,213","0,663","0,63","19,653","31,198","22,23","0,000176"
23,PZ22,2018,Human,"0,891",0,"0,612","0,64","19,79","30,902","16,77","0,000235"
23,PZ22,2018,Human,"0,776",0,"0,592","0,58","20,609","35,563","24,16","0,00118"
23,PZ22,2018,Human,"0,817",0,"0,638","0,641","20,929","32,66","22,21","0,00209"
23,PZ22,2018,Human,"0,928",0,"0,621","0,66","21,158","32,051","17,76","0,0031"
23,PZ22,2018,Human,"0,924","0,302","0,683","0,718","21,39","29,802","23,86","0,00455"
23,PZ22,2018,Human,"0,872","0,174","0,687","0,693","23,226","33,524","33,36","0,0561"
23,PZ22,2018,Server,"0,77",0,"0,652","0,643","23,906","37,156","24,28","0,113"
23,PZ22,2018,Human,"0,891",0,"0,667","0,677","23,914","35,339","17,01","0,114"
23,PZ22,2018,Human,"0,734",0,"0,581","0,579","24,468","42,241","27,64","0,185"
23,PZ22,2018,Human,"0,768",0,"0,683","0,638","24,478","38,361","25,02","0,186"
23,PZ22,2018,Human,"0,72",0,"0,631","0,594","24,918","41,917","23,77","0,259"
23,PZ22,2018,Server,"0,584",0,"0,627","0,569","25,046","44,046","24,83","0,282"
23,PZ22,2018,Human,"0,594",0,"0,647","0,585","25,055","42,801","23,9","0,284"
23,PZ22,2018,Human,"0,891",0,"0,632","0,657","25,395","38,665","17,95","0,351"
23,PZ22,2018,Human,"0,924","0,213","0,693","0,72","25,64","35,603","26,92","0,403"
23,PZ22,2018,Human,"0,924","0,302","0,737","0,752","26,154","34,792","26,86","0,515"
23,PZ22,2018,Server,"0,667",0,"0,541","0,533","26,327","49,41","24,8","0,554"
23,PZ22,2018,Human,"0,924","0,213","0,729","0,743","26,964","36,278","23,02","0,687"
23,PZ22,2018,Server,"0,617","0,174","0,563","0,548","27,76","50,641","24,01","0,824"
23,PZ22,2018,Human,"0,611","0,151","0,584","0,558","27,769","49,783","22,49","0,825"
23,PZ22,2018,Human,"0,549","0,174","0,674","0,601","27,938","46,453","22,25","0,848"
23,PZ22,2018,Human,"0,667",0,"0,658","0,615","28,093","45,706","23,29","0,868"
23,PZ22,2018,Server,"0,631",0,"0,648","0,593","28,096","47,341","24,54","0,868"
23,PZ22,2018,Human,"0,731",0,"0,666","0,642","28,862","44,951","24,21","0,939"
23,PZ22,2018,Human,"0,725",0,"0,646","0,598","29,345","49,068","24,3","0,965"
23,PZ22,2018,Human,"0,72",0,"0,557","0,542","30,496","56,305","25,17","0,993"
23,PZ22,2018,Human,"0,924","0,213","0,708","0,729","31,762","43,57","25,84","0,999"
24,PZ23,2018,Human,"0,866","0,286","0,612","0,549","8,129","14,794","33,16","0,0000251"
24,PZ23,2018,Human,"0,866","0,414","0,707","0,638","9,686","15,172","31,5","0,000712"
24,PZ23,2018,Human,"0,75","0,445","0,561","0,565","10,587","18,749","47,1","0,00358"
24,PZ23,2018,Human,"0,802","0,322","0,52","0,511","10,681","20,892","32,76","0,00417"
24,PZ23,2018,Human,"0,612",0,"0,5","0,431","10,762","24,998","38,95","0,00477"
24,PZ23,2018,Human,"0,567",0,"0,531","0,449","10,894","24,286","45,02","0,00588"
24,PZ23,2018,Human,"0,64",0,"0,566","0,474","10,901","23,021","40,8","0,00595"
24,PZ23,2018,Server,"0,567",0,"0,596","0,489","11,025","22,545","31,51","0,00722"
24,PZ23,2018,Server,"0,661",0,"0,57","0,491","11,029","22,476","28,63","0,00726"
24,PZ23,2018,Human,"0,75","0,338","0,493","0,495","11,162","22,566","31,79","0,00889"
24,PZ23,2018,Human,"0,866","0,356","0,612","0,583","11,272","19,349","35,42","0,0105"
24,PZ23,2018,Human,"0,75","0,445","0,34","0,463","11,422","24,688","49,54","0,013"
24,PZ23,2018,Server,"0,661",0,"0,587","0,5","11,443","22,885","28,3","0,0134"
24,PZ23,2018,Human,"0,866","0,378","0,545","0,556","11,457","20,602","34,41","0,0137"
24,PZ23,2018,Server,"0,588",0,"0,634","0,517","11,593","22,418","30,85","0,0166"
24,PZ23,2018,Server,"0,612",0,"0,533","0,457","11,658","25,536","30,76","0,0181"
24,PZ23,2018,Human,"0,791","0,378","0,436","0,482","11,677","24,207","32,23","0,0186"
24,PZ23,2018,Human,"0,866","0,567","0,484","0,556","11,781","21,201","37,58","0,0214"
24,PZ23,2018,Human,0,0,"0,047","0,034","11,952","353,33","60,27","0,0267"
24,PZ23,2018,Human,"0,866","0,338","0,596","0,565","12,045","21,311","32,98","0,0301"
24,PZ23,2018,Human,"0,866","0,483","0,579","0,593","12,049","20,304","32,31","0,0302"
24,PZ23,2018,Human,0,0,"0,046","0,031","12,157","386,744","57,44","0,0346"
24,PZ23,2018,Human,0,0,"0,096","0,07","12,165","175,018","63,35","0,0349"
24,PZ23,2018,Human,"0,802","0,309","0,52","0,506","12,322","24,374","37,86","0,0422"
24,PZ23,2018,Human,"0,866",0,"0,459","0,385","12,431","32,288","57,47","0,0479"
24,PZ23,2018,Human,"0,866","0,429","0,579","0,575","12,554","21,849","31,35","0,0552"
24,PZ23,2018,Human,"0,866","0,378","0,495","0,53","12,75","24,074","32,05","0,0684"
24,PZ23,2018,Human,"0,935","0,356","0,653","0,622","12,834","20,642","31,43","0,0747"
24,PZ23,2018,Human,"0,802","0,546","0,527","0,585","13,021","22,253","40,79","0,0906"
24,PZ23,2018,Human,"0,75","0,356","0,609","0,565","13,098","23,174","39,71","0,0977"
24,PZ23,2018,Human,"0,75","0,338","0,609","0,558","13,232","23,735","41,14","0,111"
24,PZ23,2018,Human,"0,866","0,404","0,495","0,538","13,259","24,628","32,01","0,114"
24,PZ23,2018,Human,"0,866","0,309","0,53","0,511","14,207","27,777","36,72","0,249"
24,PZ23,2018,Human,0,0,"0,449","0,278","17,196","61,822","49,16","0,837"
24,PZ23,2018,Human,0,0,"0,501","0,307","18,218","59,355","35,69","0,939"
25,PZ24,2019,Human,"0,875",0,"0,871","0,863","4,829","5,595","17,13",0
25,PZ24,2019,Human,"0,875",0,"0,76","0,791","6,57","8,301","18,5",0
25,PZ24,2019,Server,"0,896",0,"0,846","0,851","7,68","9,024","18,18",0
25,PZ24,2019,Human,"0,896",0,"0,834","0,84","8,915","10,611","17,26",0
25,PZ24,2019,Server,"0,896",0,"0,834","0,84","8,915","10,611","17,26",0
25,PZ24,2019,Human,"0,926",0,"0,865","0,87","9,752","11,205","17,08",0
25,PZ24,2019,Human,"0,913",0,"0,789","0,823","9,85","11,962","21,15",0
25,PZ24,2019,Server,"0,903",0,"0,826","0,833","10,134","12,161","17,36",0
25,PZ24,2019,Server,"0,935",0,"0,758","0,812","10,209","12,58","25,89",0
25,PZ24,2019,Human,"0,892",0,"0,76","0,794","10,272","12,935","19,77",0
25,PZ24,2019,Server,"0,957",0,"0,809","0,854","10,301","12,068","20,88",0
25,PZ24,2019,Human,"0,896",0,"0,863","0,862","10,62","12,323","17,53",0
25,PZ24,2019,Human,"0,892",0,"0,792","0,807","10,777","13,354","19,17",0
25,PZ24,2019,Human,"0,905",0,"0,818","0,832","10,901","13,103","18,79",0
25,PZ24,2019,Human,"0,912",0,"0,713","0,775","10,936","14,105","22,95",0
25,PZ24,2019,Server,"0,968",0,"0,774","0,835","11,033","13,219","23,55",0
25,PZ24,2019,Server,"0,896",0,"0,859","0,856","12,198","14,244","15,77",0
